codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental,departamento_origen,establecimiento_norm,establecimiento_nota,direccion_norm,direccion_nota,telefonos_list,telefono_norm,codigo_flag_valido,distrito_flag_valido,departamento_norm,municipio_norm,id_establecimiento_canon,llave_canonica
09-20-0121-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO EDUCATIVO PRIVADO DEL SUR,6TA CALLE 8-337 ZONA 1,55147265,MANFIELD FRANCISCO CASTAÑON DE LEON,FLORIDALMA GONZÁLEZ PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO,Quetzaltenango,Colegio Educativo Privado del Sur,,6TA CALLE 8 - 337 ZONA 1,,['+502 5514 7265'],+502 5514 7265,True,True,QUETZALTENANGO,COATEPEQUE,COLEGIO EDUCATIVO PRIVADO DEL SUR 6TA CALLE 8 337 ZONA 1 COATEPEQUE,-4333832934180282239
18-01-0420-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,7A. AVE. ENTRE 14 Y 15 CALLE,79524695,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARCO TULIO FLORES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,Izabal,Colegio Educativo Privado Mixto de Formacion Integral en Computacion Ceif Comp,,7A. AVE. ENTRE 14 Y 15 CALLE,,['+502 7952 4695'],+502 7952 4695,True,True,IZABAL,PUERTO BARRIOS,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP 7A AVE ENTRE 14 Y 15 CALLE PUERTO BARRIOS,1085365155177791994
18-01-2830-46,18-008,IZABAL,PUERTO BARRIOS,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP","7A. AVENIDA ENTRE 14 Y 15 CALLE, PUERTO BARRIOS",79524695,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARCO TULIO FLORES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"Colegio Educativo Privado Mixto de Formacion Integral en Computacion, Ceif Comp",,"7A. AVENIDA ENTRE 14 Y 15 CALLE, PUERTO BARRIOS",,['+502 7952 4695'],+502 7952 4695,True,True,IZABAL,PUERTO BARRIOS,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP 7A AVENIDA ENTRE 14 Y 15 CALLE PUERTO BARRIOS PUERTO BARRIOS,-7974288661990230360
11-01-0496-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN MIGUEL ANGEL ASTURIAS,LOTIFICACION EL INFIERNITO CABALLO BLANCO,38979628,MIGUEL ANGEL ARMAS ROCHA,EDUARDO GÓMEZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,Retalhuleu,Colegio Educativo Privado Mixto de Formación y Capacitación Miguel Angel Asturias,,LOTIFICACION EL INFIERNITO CABALLO BLANCO,,['+502 3897 9628'],+502 3897 9628,True,True,RETALHULEU,RETALHULEU,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS LOTIFICACION EL INFIERNITO CABALLO BLANCO RETALHULEU,-5427566541196028346
11-01-0316-46,11-004,RETALHULEU,RETALHULEU,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",46162724,MIGUEL ANGEL ARMAS ROCHA,EDUARDO GÓMEZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),RETALHULEU,Retalhuleu,Colegio Educativo Privado Mixto de Formación y Capacitación Miguel Ángel Asturias,,"SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",,['+502 4616 2724'],+502 4616 2724,True,True,RETALHULEU,RETALHULEU,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS SECTOR EL INFIERNITO PARCELAMIENTO CABALLO BLANCO RETALHULEU RETALHULEU,-4283958902724661949
14-01-0275-46,14-036,QUICHE,SANTA CRUZ DEL QUICHE,"COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACIÓN ""CLASSE""","8A. CALLE ""A"" 0-98, ZONA 6",77563714,GONZALO VENTURA LUX,ERVIN WALDEMAR VELÁSQUEZ BATEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|VESPERTINA|DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ,Quiche,Colegio Ejecutivo Pre-universitario en Computacion Classe,,"8A. CALLE A 0 - 98, ZONA 6",,['+502 7756 3714'],+502 7756 3714,True,True,QUICHE,SANTA CRUZ DEL QUICHE,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE 8A CALLE A 0 98 ZONA 6 SANTA CRUZ DEL QUICHE,-236759089215361735
01-17-0162-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO EL ALAMO GUATEMALA,"1A. AVENIDA 00-75, COLONIA LOS ALAMOS, ZONA 6",24805504,ALFREDO NOHELI TEMAJ MORALES,GLENDA LISSETTE GIRÓN LORENZANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,Guatemala,Colegio el Alamo Guatemala,,"1A. AVENIDA 00 - 75, COLONIA LOS ALAMOS, ZONA 6",,['+502 2480 5504'],+502 2480 5504,True,True,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO EL ALAMO GUATEMALA 1A AVENIDA 00 75 COLONIA LOS ALAMOS ZONA 6 SAN MIGUEL PETAPA,-2109723348145556487
22-01-0314-46,22-037,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,41875134,SANDRA NINNETH BONILLA ARCHILA,INGRID CAROL JUAREZ DOMINGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|SIN JORNADA,FIN DE SEMANA,JUTIAPA,Jutiapa,Colegio el Bosque,,ALDEA EL CHILTEPE,,['+502 4187 5134'],+502 4187 5134,True,True,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE ALDEA EL CHILTEPE JUTIAPA,-4131636189227255666
00-01-0248-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO EL CAMINO,10A CALLE 11-46,22511273,AMADO SALOMON FLORES PEREZ,ALAN JEFFREY BRENNER SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Colegio el Camino,,10A CALLE 11 - 46,,['+502 2251 1273'],+502 2251 1273,True,True,CIUDAD CAPITAL,ZONA 1,COLEGIO EL CAMINO 10A CALLE 11 46 ZONA 1,-7232146873779880277
00-01-0499-46,01-312,CIUDAD CAPITAL,ZONA 1,"COLEGIO ""EL EMILIO""",2A. CALLE 6-77,22532080,AMADO SALOMON FLORES PEREZ,ANTONIO ROMAN LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Colegio el Emilio,,2A. CALLE 6 - 77,,['+502 2253 2080'],+502 2253 2080,True,True,CIUDAD CAPITAL,ZONA 1,COLEGIO EL EMILIO 2A CALLE 6 77 ZONA 1,-6384955761352585170
00-12-0117-46,01-635,CIUDAD CAPITAL,ZONA 12,COLEGIO EL MUNDO DE LOS NIÑOS (KIDS WORLD),"24 AVENIDA LOTE NO. 24 Y 24 AVENIDA ""A"" LOTES 50 Y 51, COLONIA MORSE",59172006,NATALY FABIOLA SOTO ESPAÑA DE TURCIOS,MARYSOL MEDINA LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,CiudadCapital,Colegio el Mundo de los Niños,kids World,"24 AVENIDA LOTE NO. 24 Y 24 AVENIDA A LOTES 50 Y 51, COLONIA MORSE",,['+502 5917 2006'],+502 5917 2006,True,True,CIUDAD CAPITAL,ZONA 12,COLEGIO EL MUNDO DE LOS NINOS 24 AVENIDA LOTE NO 24 Y 24 AVENIDA A LOTES 50 Y 51 COLONIA MORSE ZONA 12,8257390538322686859
00-07-0252-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO EL PATRIARCA SAN JOSÉ,"38 CALLE E 34-25 COLONIA EL AMPARO 1, ZONA 7 GUATEMALA",59087046,LUDVIN RICARDO URRUTIA LORENTI,JOSÉ DAVID GARCÍA GARMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,CiudadCapital,Colegio el Patriarca San José,,"38 CALLE E 34 - 25 COLONIA EL AMPARO 1, ZONA 7 GUATEMALA",,['+502 5908 7046'],+502 5908 7046,True,True,CIUDAD CAPITAL,ZONA 7,COLEGIO EL PATRIARCA SAN JOSE 38 CALLE E 34 25 COLONIA EL AMPARO 1 ZONA 7 GUATEMALA ZONA 7,4920822438161247584
09-01-0240-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EL PILAR,0 CALLE 42-15 ZONA 9,41701779,OBDULIO ROLANDO RUIZ ALVA,EDNA VICTORIA ROMERO CACACHO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Colegio el Pilar,,0 CALLE 42 - 15 ZONA 9,,['+502 4170 1779'],+502 4170 1779,True,True,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EL PILAR 0 CALLE 42 15 ZONA 9 QUETZALTENANGO,4333464046135658864
00-01-0223-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO 'EL ROSARIO',15 CALLE 'A' 2-74,22320361,AMADO SALOMON FLORES PEREZ,TERESITA BEATRIZ HARANZEN QUINTEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Colegio el Rosario,,15 CALLE A 2 - 74,,['+502 2232 0361'],+502 2232 0361,True,True,CIUDAD CAPITAL,ZONA 1,COLEGIO EL ROSARIO 15 CALLE A 2 74 ZONA 1,-46470301487742962
02-07-0039-46,02-018,EL PROGRESO,SANARATE,COLEGIO EL ROSARIO,2 AV. 01-010 ZONA 3,79253526,OSMAR JOSUE GONZALEZ HERNANDEZ,REINA ELIZABETH DIAZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA|DOBLE,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Colegio el Rosario,,2 AVENIDA 01 - 010 ZONA 3,,['+502 7925 3526'],+502 7925 3526,True,True,EL PROGRESO,SANARATE,COLEGIO EL ROSARIO 2 AVENIDA 01 010 ZONA 3 SANARATE,-4963926974079320872
00-16-7773-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO EL SAGRADO CORAZON DE JESUS,27 CALLE 12-69 ACATAN,23273232,MANUEL MARIA CANO CASTRO,CATALINA FLORIS NOGUÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Colegio el Sagrado Corazon de Jesus,,27 CALLE 12 - 69 ACATAN,,['+502 2327 3232'],+502 2327 3232,True,True,CIUDAD CAPITAL,ZONA 16,COLEGIO EL SAGRADO CORAZON DE JESUS 27 CALLE 12 69 ACATAN ZONA 16,-8221380946130922331
02-03-0119-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI,BARRIO RIO HATO,40953523,EDNA LILY ALDANA GODOY,ZONIA ELIZABEHT MARROQUÍN GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Colegio el Shaddai,,BARRIO RIO HATO,,['+502 4095 3523'],+502 4095 3523,True,True,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI BARRIO RIO HATO SAN AGUSTIN ACASAGUASTLAN,7414800856174902536
10-03-0031-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO EL TRIUNFO,SAN FRANCISCO ZAPOTITLAN,79389424,FREDY STUARDO QUIÑONEZ DE LEON,JUAN DE DIOS POLICARPIO MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,Suchitepequez,Colegio el Triunfo,,SAN FRANCISCO ZAPOTITLAN,,['+502 7938 9424'],+502 7938 9424,True,True,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO EL TRIUNFO SAN FRANCISCO ZAPOTITLAN SAN FRANCISCO ZAPOTITLAN,-201573044362048581
01-16-0140-46,01-217,GUATEMALA,VILLA CANALES,COLEGIO ELI,"KM 16.5 CARRETERA A VILLA CANALES, LOTE 30 MANZANA A CONDOMINIO VILLAS DEL SUR GUATEMALA",66691550,CARLOS ANIBAL LOPEZ,DORIS ISABEL OLIVA ALDANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,Guatemala,Colegio Eli,,"KM 16.5 CARRETERA A VILLA CANALES, LOTE 30 MANZANA A CONDOMINIO VILLAS DEL SUR GUATEMALA",,['+502 6669 1550'],+502 6669 1550,True,True,GUATEMALA,VILLA CANALES,COLEGIO ELI KM 16 5 CARRETERA A VILLA CANALES LOTE 30 MANZANA A CONDOMINIO VILLAS DEL SUR GUATEMALA VILLA CANALES,4248583689611544194
09-01-0237-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EMANUEL,CALLEJON 8 0-53 ZONA 7,77671331,OBDULIO ROLANDO RUIZ ALVA,ADÁN PÉREZ Y PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Colegio Emanuel,,CALLEJON 8 0 - 53 ZONA 7,,['+502 7767 1331'],+502 7767 1331,True,True,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EMANUEL CALLEJON 8 0 53 ZONA 7 QUETZALTENANGO,3484537862589100109
01-08-0772-46,01-409,GUATEMALA,MIXCO,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONSERRAT",44730871,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JAQUELYN ARELY PADILLA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE,Guatemala,Colegio en Computación San José No. 1,,"3A. CALLE 14 - 95 ZONA 3, COLONIA NUEVA MONSERRAT",,['+502 4473 0871'],+502 4473 0871,True,True,GUATEMALA,MIXCO,COLEGIO EN COMPUTACION SAN JOSE NO 1 3A CALLE 14 95 ZONA 3 COLONIA NUEVA MONSERRAT MIXCO,4387649860361055668
01-08-0134-46,01-621,GUATEMALA,MIXCO,COLEGIO EN COMPUTACIÓN SAN JOSE NO. 2,8A. AVENIDA 9-42 ZONA 1 MIXCO,24385910,MARTA LUZ BETETA ORTIZ DE JORDAN,MARÍA ELIZABETH BALÁN GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE|DOBLE|SIN JORNADA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,Guatemala,Colegio en Computación San Jose No. 2,,8A. AVENIDA 9 - 42 ZONA 1 MIXCO,,['+502 2438 5910'],+502 2438 5910,True,True,GUATEMALA,MIXCO,COLEGIO EN COMPUTACION SAN JOSE NO 2 8A AVENIDA 9 42 ZONA 1 MIXCO MIXCO,1330508952338541464
00-07-0087-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN,CALZADA SAN JUAN 39-45 COLONIA EL RODEO,24314037,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,DORA GRACIELA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,CiudadCapital,Colegio en Computacion San Juan,,CALZADA SAN JUAN 39 - 45 COLONIA EL RODEO,,['+502 2431 4037'],+502 2431 4037,True,True,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN CALZADA SAN JUAN 39 45 COLONIA EL RODEO ZONA 7,-890840105771037883
00-12-8115-46,01-207,CIUDAD CAPITAL,ZONA 12,COLEGIO EN COMPUTACION VILLALOBOS,3A. AVENIDA 24-12 VILLA LOBOS I,54132908,ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,-----,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,CiudadCapital,Colegio en Computacion Villalobos,,3A. AVENIDA 24 - 12 VILLA LOBOS I,,['+502 5413 2908'],+502 5413 2908,True,True,CIUDAD CAPITAL,ZONA 12,COLEGIO EN COMPUTACION VILLALOBOS 3A AVENIDA 24 12 VILLA LOBOS I ZONA 12,-1370344240430002400
00-07-7832-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO EN INFORMATICA IMB-PC N0.1,"CALZADA SAN JUAN Y 32 AV. 4-04, COLONIA CENTRO AMERICA",22791317,JUAN WALDEMAR CABRERA MENDEZ,CARLOS ALFREDO DE LEÓN ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,CiudadCapital,Colegio en Informatica Imb-pc N0.1,,"CALZADA SAN JUAN Y 32 AVENIDA 4 - 04, COLONIA CENTRO AMERICA",,['+502 2279 1317'],+502 2279 1317,True,True,CIUDAD CAPITAL,ZONA 7,COLEGIO EN INFORMATICA IMB PC N0 1 CALZADA SAN JUAN Y 32 AVENIDA 4 04 COLONIA CENTRO AMERICA ZONA 7,-3607726021719734112
18-05-0103-46,18-037,IZABAL,LOS AMATES,"COLEGIO ""ENRIQUE ESTRADA SANDOVAL""","COLONIA SANTA MARTA, BARRIO EL POZON",79473813,MIRNA JUDITH AQUINO RIVERA DE ELIAS,JULIO DAVID CROSS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,Izabal,Colegio Enrique Estrada Sandoval,,"COLONIA SANTA MARTA, BARRIO EL POZON",,['+502 7947 3813'],+502 7947 3813,True,True,IZABAL,LOS AMATES,COLEGIO ENRIQUE ESTRADA SANDOVAL COLONIA SANTA MARTA BARRIO EL POZON LOS AMATES,-1998163815272444551
01-15-0795-46,01-213,GUATEMALA,VILLA NUEVA,"COLEGIO ENSEÑAR Y JUGAR ""TEACH AND PLAY""","18 AVENIDA A 1-58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA SECTOR LAS MARGARITAS VILLA NUEVA, GUATEMALA",66456128,MARTHA SUSANA ROBLES CHAVEZ,SUSANA ALMA DALILA ARREOLA AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,Guatemala,Colegio Enseñar y Jugar Teach And Play,,"18 AVENIDA A 1 - 58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA SECTOR LAS MARGARITAS VILLA NUEVA, GUATEMALA",,['+502 6645 6128'],+502 6645 6128,True,True,GUATEMALA,VILLA NUEVA,COLEGIO ENSENAR Y JUGAR TEACH AND PLAY 18 AVENIDA A 1 58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA SECTOR LAS MARGARITAS VILLA NUEVA GUATEMALA VILLA NUEVA,-7516434864140599893
01-13-0067-46,01-508,GUATEMALA,FRAIJANES,COLEGIO EPIC GUATEMALA,"KILÓMETRO 24, CARRETERA A FRAIJANES",66100505,MANUEL MARIA CANO CASTRO,ZOILA EDELIA RAMIREZ GUZMAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,Guatemala,Colegio Epic Guatemala,,"KILÓMETRO 24, CARRETERA A FRAIJANES",,['+502 6610 0505'],+502 6610 0505,True,True,GUATEMALA,FRAIJANES,COLEGIO EPIC GUATEMALA KILOMETRO 24 CARRETERA A FRAIJANES FRAIJANES,-1873346078082972571
01-15-0603-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO EPISCOPAL CANTERBURY VILLANOVANO,"3ERA. CALLE 9-01 ZONA 2, COLONIA SAN JOSE",54835924,ARGELIA DE JESUS ACOSTA SOZA,JOSÉ AUGUSTO RODAS VALDÉS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,Guatemala,Colegio Episcopal Canterbury Villanovano,,"3ERA. CALLE 9 - 01 ZONA 2, COLONIA SAN JOSE",,['+502 5483 5924'],+502 5483 5924,True,True,GUATEMALA,VILLA NUEVA,COLEGIO EPISCOPAL CANTERBURY VILLANOVANO 3ERA CALLE 9 01 ZONA 2 COLONIA SAN JOSE VILLA NUEVA,8598301947821408301
01-08-0863-46,01-639,GUATEMALA,MIXCO,COLEGIO ESCOLARIS,"KM. 19.5 CARRETERA ROOSEVELT 7-55, ZONA 1",23271111,LUDVIN RICARDO URRUTIA LORENTI,WHENDOLYN BETSABE ESTRADA CANIZALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,A DISTANCIA,GUATEMALA OCCIDENTE,Guatemala,Colegio Escolaris,,"KM. 19.5 CARRETERA ROOSEVELT 7 - 55, ZONA 1",,['+502 2327 1111'],+502 2327 1111,True,True,GUATEMALA,MIXCO,COLEGIO ESCOLARIS KM 19 5 CARRETERA ROOSEVELT 7 55 ZONA 1 MIXCO,-8961622403844411106
01-15-9503-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO ESMERALDA II,6A. CALLE 2-39 ZONA 1,66313158,HAROLDO ENRIQUE NAVAS PAZ,MERCEDES DEL CARMEN CASTILLO PEÑATE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,Guatemala,Colegio Esmeralda II,,6A. CALLE 2 - 39 ZONA 1,,['+502 6631 3158'],+502 6631 3158,True,True,GUATEMALA,VILLA NUEVA,COLEGIO ESMERALDA II 6A CALLE 2 39 ZONA 1 VILLA NUEVA,7932701473331419877
01-03-7922-46,01-624,GUATEMALA,SAN JOSE PINULA,COLEGIO ESPAÑOL DE GUATEMALA 'PRINCIPE DE ASTURIAS',"KM 19.5 CARRETERA A SAN JOSE PINULA, VILLA LOS PINABETES",66451100,ROSENDA CORINA SALAY ALBIZURES,LILLY ANNETTE CALDERÓN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,Guatemala,Colegio Español de Guatemala Principe de Asturias,,"KM 19.5 CARRETERA A SAN JOSE PINULA, VILLA LOS PINABETES",,['+502 6645 1100'],+502 6645 1100,True,True,GUATEMALA,SAN JOSE PINULA,COLEGIO ESPANOL DE GUATEMALA PRINCIPE DE ASTURIAS KM 19 5 CARRETERA A SAN JOSE PINULA VILLA LOS PINABETES SAN JOSE PINULA,6729942756574507355
13-01-0419-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EUROPEO,6A. AVENIDA 6-11 ZONA 1,54144029,CLARA ARMIDA MORALES CASTILLO,LUISA FERNANDA GRANADOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|MATUTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),HUEHUETENANGO,Huehuetenango,Colegio Europeo,,6A. AVENIDA 6 - 11 ZONA 1,,['+502 5414 4029'],+502 5414 4029,True,True,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EUROPEO 6A AVENIDA 6 11 ZONA 1 HUEHUETENANGO,8672390073539543627
14-02-0027-46,14-003,QUICHE,CHICHE,"COLEGIO EVANGÉLICO ""ADONAI""",CHICHÉ,30018737,JUAN LEON PONCIO,FRANCISCO FÉLIX PIXCAR SAQUIC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,Quiche,Colegio Evangélico Adonai,,CHICHÉ,,['+502 3001 8737'],+502 3001 8737,True,True,QUICHE,CHICHE,COLEGIO EVANGELICO ADONAI CHICHE CHICHE,-5628559582837360833
04-13-0045-46,04-004,CHIMALTENANGO,SAN ANDRES ITZAPA,COLEGIO EVANGÉLICO AGUA VIVA,ALDEA HIERBA BUENA,49881590,ANA LUISA AVILA GÓMEZ DE LEMUS,RAQUEL HAYDEE GÓMEZ TZIRÍN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,Chimaltenango,Colegio Evangélico Agua Viva,,ALDEA HIERBA BUENA,,['+502 4988 1590'],+502 4988 1590,True,True,CHIMALTENANGO,SAN ANDRES ITZAPA,COLEGIO EVANGELICO AGUA VIVA ALDEA HIERBA BUENA SAN ANDRES ITZAPA,7379530504094784499
01-11-0019-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,3A. AVENIDA 6-20 ZONA 1,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA|DOBLE|SIN JORNADA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,Guatemala,Colegio Evangelico Belen,,3A. AVENIDA 6 - 20 ZONA 1,,['+502 6630 8985'],+502 6630 8985,True,True,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN 3A AVENIDA 6 20 ZONA 1 SAN RAYMUNDO,7423150734137417072
